----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
CREDENTIAL ACCESS
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
T1047 Windows Management Instrumentation	                        Atomic Test #3: WMI Reconnaissance Software [windows]                                                                                                           Attack Commands: Run with command_prompt!
T1047 Windows Management Instrumentation	                        Atomic Test #4: WMI Reconnaissance List Remote Services [windows]                                                                                               Attack Commands: Run with command_prompt!
T1047 Windows Management Instrumentation	                        Atomic Test #5: WMI Execute Local Process [windows]                                                                                                             Attack Commands: Run with command_prompt!
T1047 Windows Management Instrumentation	                        Atomic Test #6: WMI Execute Remote Process [windows]                                                                                                            Attack Commands: Run with command_prompt!
T1047 Windows Management Instrumentation	                        Atomic Test #7: Create a Process using WMI Query and an Encoded Command [windows]                                                                               Attack Commands: Run with command_prompt!
T1047 Windows Management Instrumentation	                        Atomic Test #8: Create a Process using obfuscated Win32_Process [windows]                                                                                       Attack Commands: Run with powershell! Elevation Required (e.g. root or admin)
T1047 Windows Management Instrumentation	                        Atomic Test #9: WMI Execute rundll32 [windows]                                                                                                                  Attack Commands: Run with command_prompt!                                                       Dependencies: Run with powershell!       
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
LATERAL MOVEMENT
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
T1021.003 Distributed Component Object Model	                    Atomic Test #1: PowerShell Lateral Movement using MMC20 [windows]                                                                                               Attack Commands: Run with powershell!
T1550.002 Pass the Hash	                                            Atomic Test #1: Mimikatz Pass the Hash [windows]                                                                                                                Attack Commands: Run with command_prompt!                                                       Dependencies: Run with powershell!
T1550.002 Pass the Hash	                                            Atomic Test #2: crackmapexec Pass the Hash [windows]                                                                                                            Attack Commands: Run with command_prompt!                                                       Dependencies: Run with powershell!
T1550.003 Pass the Ticket	                                        Atomic Test #1: Mimikatz Kerberos Ticket Attack [windows]                                                                                                       Attack Commands: Run with command_prompt!                                                       Dependencies: Run with powershell!
T1550.003 Pass the Ticket	                                        Atomic Test #2: Rubeus Kerberos Pass The Ticket [windows]                                                                                                       Attack Commands: Run with powershell! Elevation Required (e.g. root or admin)                   Dependencies: Run with powershell!
T1563.002 RDP Hijacking	                                            Atomic Test #1: RDP hijacking [windows]                                                                                                                         Attack Commands: Run with command_prompt! Elevation Required (e.g. root or admin)
T1021.001 Remote Desktop Protocol	                                Atomic Test #1: RDP to DomainController [windows]                                                                                                               Attack Commands: Run with powershell!                                                           Dependencies: Run with powershell!
T1021.001 Remote Desktop Protocol	                                Atomic Test #2: Changing RDP Port to Non Standard Port via Powershell [windows]                                                                                 Attack Commands: Run with powershell! Elevation Required (e.g. root or admin)
T1021.001 Remote Desktop Protocol	                                Atomic Test #3: Changing RDP Port to Non Standard Port via Command_Prompt [windows]                                                                             Attack Commands: Run with command_prompt! Elevation Required (e.g. root or admin)
T1091 Replication Through Removable Media	                        Atomic Test #1: USB Malware Spread Simulation [windows]                                                                                                         Attack Commands: Run with powershell!
T1021.002 SMB/Windows Admin Shares	                                Atomic Test #1: Map admin share [windows]                                                                                                                       Attack Commands: Run with command_prompt!
T1021.002 SMB/Windows Admin Shares	                                Atomic Test #2: Map Admin Share PowerShell [windows]                                                                                                            Attack Commands: Run with powershell!
T1021.002 SMB/Windows Admin Shares	                                Atomic Test #3: Copy and Execute File with PsExec [windows]                                                                                                     Attack Commands: Run with command_prompt! Elevation Required (e.g. root or admin)               Dependencies: Run with powershell!
T1021.002 SMB/Windows Admin Shares	                                Atomic Test #4: Execute command writing output to local Admin Share [windows]                                                                                   Attack Commands: Run with command_prompt! Elevation Required (e.g. root or admin)
T1072 Software Deployment Tools	                                    Atomic Test #1: Radmin Viewer Utility [windows]                                                                                                                 Attack Commands: Run with command_prompt! Elevation Required (e.g. root or admin)               Dependencies: Run with powershell!
T1021.006 Windows Remote Management	                                tomic Test #1: Enable Windows Remote Management [windows]                                                                                                       Attack Commands: Run with powershell! Elevation Required (e.g. root or admin)
T1021.006 Windows Remote Management	                                tomic Test #2: Invoke-Command [windows]                                                                                                                         Attack Commands: Run with powershell!
T1021.006 Windows Remote Management	                                tomic Test #3: WinRM Access with Evil-WinRM [windows]                                                                                                           Attack Commands: Run with powershell! Elevation Required (e.g. root or admin)                   Dependencies: Run with powershell!
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
